0,1
0.6428571428571429,"[100, 2, 0.1, 0.5]"
0.625,"[1000, 2, 0.1, 0.25]"
0.625,"[750, 2, 0.1, 0.25]"
0.6190476190476191,"[750, 2, 0.1, 0.5]"
0.6190476190476191,"[250, 4, 0.1, 0.5]"
0.6190476190476191,"[100, 8, 0.3, 0.5]"
0.6130952380952381,"[250, 4, 0.1, 0.25]"
0.6130952380952381,"[250, 2, 0.3, 0.5]"
0.6130952380952381,"[250, 2, 0.1, 0.5]"
0.6130952380952381,"[100, 4, 0.1, 0.5]"
0.6011904761904762,"[1000, 4, 0.1, 0.25]"
0.6011904761904762,"[1000, 2, 0.3, 0.75]"
0.6011904761904762,"[100, 2, 0.3, 0.5]"
0.6011904761904762,"[100, 2, 0.1, 0.25]"
0.5952380952380952,"[2000, 2, 0.1, 0.25]"
0.5952380952380952,"[1500, 2, 0.1, 0.25]"
0.5952380952380952,"[1000, 2, 0.3, 0.25]"
0.5952380952380952,"[500, 2, 0.3, 0.25]"
0.5952380952380952,"[500, 2, 0.1, 0.25]"
0.5952380952380952,"[100, 6, 0.1, 0.5]"
0.5892857142857143,"[2000, 2, 0.1, 0.75]"
0.5892857142857143,"[1500, 4, 0.5, 0.25]"
0.5892857142857143,"[1500, 4, 0.1, 0.25]"
0.5892857142857143,"[1500, 2, 0.1, 0.75]"
0.5892857142857143,"[500, 4, 0.1, 0.25]"
0.5892857142857143,"[500, 2, 0.1, 0.5]"
0.5892857142857143,"[250, 6, 0.5, 0.75]"
0.5892857142857143,"[100, 2, 0.1, 0.75]"
0.5833333333333334,"[2500, 2, 0.1, 0.25]"
0.5833333333333334,"[1500, 8, 0.5, 0.75]"
0.5833333333333334,"[250, 2, 0.1, 0.75]"
0.5773809523809523,"[2000, 4, 0.5, 0.25]"
0.5773809523809523,"[1500, 2, 0.1, 0.5]"
0.5773809523809523,"[1000, 4, 0.5, 0.25]"
0.5773809523809523,"[750, 4, 0.1, 0.25]"
0.5773809523809523,"[500, 8, 0.3, 0.5]"
0.5773809523809523,"[500, 4, 0.5, 0.25]"
0.5773809523809523,"[500, 4, 0.1, 0.5]"
0.5773809523809523,"[100, 6, 0.5, 0.75]"
0.5773809523809523,"[100, 6, 0.1, 0.25]"
0.5773809523809523,"[100, 2, 0.1, 0.25]"
0.5714285714285714,"[1000, 8, 0.3, 0.5]"
